id,nome,alvo_tema,alvo_diariosOficiais,data_inicio
1,Desabamento da ciclovia Tim Maia,"Custos e responsabilidades pela construção da ciclovia Tim Maia, que desabou em abril de 2016",DOM do Rio de Janeiro,2016-07-31
